ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-7730448,Source1,2,2019-05-30 08:55:33,2019-05-30 09:24:41,37.69043,-122.0907,37.69049,-122.08371,0.382,Between CA-238 and Strobridge Ave - Accident.,I-580 E,Castro Valley,Alameda,CA,94546,US,US/Pacific,KHWD,2019-05-30 08:54:00,56.0,56.0,77.0,29.91,10.0,W,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6233646,Source1,2,2021-08-10 15:39:26,2021-08-10 17:09:00,38.928764,-94.756419,38.934948,-94.751128,0.513,Incident on I-35 NB near I-435 Left lane blocked.,I-35 N,Lenexa,Johnson,KS,66215,US,US/Central,KOJC,2021-08-10 15:53:00,87.0,87.0,69.0,28.71,10.0,S,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3491328,Source1,2,2016-08-19 13:26:29,2016-08-19 19:26:29,40.193189,-75.315353,40.19949,-75.318021,0.458,At PA-63/Sumneytown Pike/Exit 31 - Accident.,NE Extension Penn Tpke N,Lansdale,Montgomery,PA,19446,US,US/Eastern,KLOM,2016-08-19 13:35:00,82.4,,62.0,29.95,10.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5361559,Source1,2,2022-08-16 16:10:49.000000000,2022-08-16 18:33:43.000000000,40.368067,-104.988092,40.357582,-104.983019,0.772,Between Exit 259: Crossroads Boulevard and US 34 (Loveland) at Mile Point 258. The right lane is closed due to a crash.,I-25 S,Johnstown,Larimer,CO,80534,US,US/Mountain,KFNL,2022-08-16 15:56:00,74.0,74.0,57.0,25.13,10.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3182357,Source2,3,2017-11-13 08:59:34,2017-11-13 09:29:09,43.03611400000001,-87.905838,,,0.0,Accident on I-794 Southbound at Exits 1E 1F Lincoln Memorial Dr.,I-794 W,Milwaukee,Milwaukee,WI,53202,US,US/Central,KMKE,2017-11-13 08:52:00,35.1,31.0,76.0,30.49,9.0,WNW,4.6,,Scattered Clouds,False,False,True,False,False,True,True,False,False,False,False,True,False,Day,Day,Day,Day
A-5309913,Source1,2,2022-06-19 15:22:00,2022-06-19 16:37:47,28.507275,-80.78419699999998,28.507298,-80.781807,0.145,Incident on ROCKET RD near CANAVERAL WAY Drive with caution., Astronaut Ln,Titusville,Brevard,FL,32780-8140,US,US/Eastern,KTIX,2022-06-19 15:47:00,84.0,84.0,84.0,29.98,7.0,CALM,0.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2852283,Source2,2,2018-05-29 08:32:31,2018-05-29 09:02:10,40.795071,-73.48735,,,0.0,Accident on Northern State Pkwy Westbound at Exit 36 NY-135 Seaford Oyster Bay Expy.,Seaford Oyster Bay Expy S,Plainview,Nassau,NY,11803,US,US/Eastern,KFRG,2018-05-29 08:31:00,66.9,,87.0,30.0,8.0,SW,4.6,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6519147,Source1,2,2021-01-11 21:43:00,2021-01-12 03:25:30,34.063706,-117.544795,34.092293,-117.543744,1.976,Slow traffic on I-15 N - Ontario Fwy N from Jurupa St (I-15) to Historic US-66/Foothill Blvd (I-15) due to accident.,I-15 N,Ontario,San Bernardino,CA,91761,US,US/Pacific,KONT,2021-01-11 21:53:00,56.0,56.0,32.0,29.18,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4347712,Source1,2,2022-10-01 15:04:15,2022-10-01 16:22:20,39.244218,-77.75835,39.248244,-77.759823,0.289,Incident on CHARLES TOWN PIKE near CHARLES TOWN PIKE Drive with caution., Charles Town Pike,Purcellville,Loudoun,VA,20132-1816,US,US/Eastern,KJYO,2022-10-01 14:52:00,59.0,59.0,93.0,29.51,4.0,NE,14.0,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1699048,Source2,2,2019-12-06 19:18:12,2019-12-06 21:10:50,33.75425,-78.853554,,,0.0,Accident on SC-31 Carolina Bays Pkwy at International Dr.,Carolina Bays Pkwy S,Myrtle Beach,Horry,SC,29579,US,US/Eastern,KMYR,2019-12-06 18:56:00,56.0,56.0,90.0,30.14,10.0,NNE,6.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1862484,Source2,2,2019-10-03 07:25:28,2019-10-03 09:02:38,29.70195,-95.476242,,,0.0,Accident on Jessamine St at Chimney Rock Rd.,Jessamine St,Houston,Harris,TX,77081,US,US/Central,KMCJ,2019-10-03 07:53:00,79.0,79.0,88.0,29.95,10.0,ENE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1600849,Source2,2,2020-01-19 07:22:43,2020-01-19 08:22:15,29.939112,-90.06691,,,0.0,Left lane blocked due to accident on US-90-BR Crescent City Connection Eastbound at Tchoupitoulas St.,Tchoupitoulas St,New Orleans,Orleans,LA,70130,US,US/Pacific,KAUD,2020-01-19 06:55:00,51.0,51.0,56.0,30.32,10.0,N,17.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4675722,Source1,2,2022-12-03 19:18:30,2022-12-03 21:33:30,39.865262,-84.19014399999998,39.86933300000001,-84.153033,1.988,Stationary traffic on I-70 E from Dayton Intl Airport Access Rd/Exit 32 (I-70) to OH-202/Exit 36 (I-70) due to accident.,I-70,Vandalia,Montgomery,OH,45377,US,US/Eastern,KDAY,2022-12-03 18:56:00,29.0,23.0,69.0,29.31,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1817485,Source2,2,2019-11-13 12:27:50,2019-11-13 13:42:40,34.817471000000005,-82.416138,,,0.0,Accident on SC-20 Grove Rd at Faris Rd.,Grove Rd,Greenville,Greenville,SC,29605,US,US/Eastern,KGYH,2019-11-13 12:47:00,37.0,33.0,33.0,29.32,10.0,ENE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6903839,Source1,2,2020-12-27 04:33:00,2020-12-27 05:51:04,30.25713,-97.611798,30.25741,-97.612128,0.028,Incident on FM-969 near N FM-973 Drive with caution.,N FM 973,Austin,Travis,TX,78724,US,US/Central,KAUS,2020-12-27 04:53:00,41.0,41.0,100.0,29.42,9.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-2644680,Source2,2,2018-08-14 12:12:09,2018-08-14 12:41:42,35.11845,-80.86972,,,0.0,Accident on Sharon Lakes Rd at Sharon Rd.,Sharon Lakes Rd,Charlotte,Mecklenburg,NC,28210,US,US/Eastern,KCLT,2018-08-14 11:52:00,86.0,,51.0,30.02,10.0,WNW,5.8,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5744453,Source1,2,2021-07-30 00:07:00,2021-07-30 00:30:30,38.066246,-122.225654,38.070654,-122.227579,0.322,Slow traffic on I-80 E - Carquinez Brg E from Pomona Street exit [27] to exit [29A] due to accident.,Carquinez Brg E,Vallejo,Solano,CA,94591,US,US/Pacific,KAPC,2021-07-30 00:54:00,59.0,59.0,83.0,29.84,10.0,SW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2197220,Source2,2,2019-04-01 18:38:43,2019-04-01 19:54:30,29.683878000000004,-95.348152,,,0.0,Accident on Loop Fwy at Calais Rd.,South Loop E,Houston,Harris,TX,77033-2511,US,US/Central,KHOU,2019-04-01 18:53:00,56.0,56.0,49.0,30.13,10.0,NE,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4297019,Source1,2,2022-04-07 08:10:36,2022-04-07 09:20:55,25.751629,-80.303614,25.748051,-80.303549,0.247,Slow traffic from US-41/Tamiami Trl/SW 8th St (Ludlam Rd/SW 67th Ave) to Coral Way/SW 24th St (Ludlam Rd/SW 67th Ave) due to accident., SW 67th Ave,Miami,Miami-Dade,FL,33155-1835,US,US/Eastern,KMIA,2022-04-07 07:53:00,80.0,80.0,81.0,29.9,10.0,SSE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1769385,Source2,2,2019-10-22 08:12:28,2019-10-22 10:02:56,36.355354,-82.396957,,,0.0,Accident on I-26 Eastbound at Exit 19 TN-381.,I-26 W,Johnson City,Washington,TN,37604,US,US/Eastern,KTRI,2019-10-22 07:53:00,60.0,60.0,83.0,28.27,10.0,W,15.0,0.04,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1091103,Source2,2,2021-04-07 06:26:44,2021-04-07 07:26:27,43.341579,-75.779579,,,0.0,Accident on NY-69 at Dutch Rd.,State Route 69,Camden,Oneida,NY,13316-6006,US,US/Eastern,KRME,2021-04-07 06:53:00,41.0,38.0,62.0,29.51,10.0,SE,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4069588,Source1,2,2022-02-04 17:52:30,2022-02-04 19:55:34,40.117357,-75.348241,40.116836,-75.349413,0.072,Stationary traffic on US-202 S from W Airy St to Astor St due to accident.,Markley St,Norristown,Montgomery,PA,19401,US,US/Eastern,KLOM,2022-02-04 17:55:00,31.0,22.0,93.0,29.63,10.0,NW,12.0,0.01,Light Snow,False,False,False,False,False,False,True,False,True,False,False,False,False,Night,Night,Day,Day
A-7300914,Source1,2,2019-12-05 17:32:00,2019-12-05 18:05:29,37.69389,-122.04927,37.69389,-122.04927,0.0,At Grove Way/E Castro Valley Blvd - Accident.,I-580 W,Castro Valley,Alameda,CA,94552,US,US/Pacific,KHWD,2019-12-05 17:54:00,59.0,59.0,78.0,29.97,10.0,NNE,3.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-696311,Source2,2,2022-02-25 11:49:29,2022-02-25 12:18:51,35.210239,-80.70089,,,0.0,Crash on Jamison Place Ct at NC-24 Albemarle Rd.,Albemarle Rd,Charlotte,Mecklenburg,NC,28227-2609,US,US/Eastern,KEQY,2022-02-25 11:53:00,67.0,67.0,73.0,29.43,10.0,W,18.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3246656,Source2,2,2017-10-16 07:44:58,2017-10-16 08:14:47,39.883137,-86.157829,,,0.0,Accident on 71st St at Meridian St.,Meridian Hills Blvd,Indianapolis,Marion,IN,46260,US,US/Eastern,KEYE,2017-10-16 07:53:00,46.9,,80.0,30.31,10.0,NW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-3899285,Source1,2,2022-05-24 17:25:00,2022-05-24 18:21:00,36.73466,-119.803072,36.73946,-119.81028700000002,0.519,Stationary traffic on CA-99 N from Fresno St (CA-99) to CA-180 (CA-99) due to accident.,CA-99 N,Fresno,Fresno,CA,93706,US,US/Pacific,KFAT,2022-05-24 17:53:00,96.0,96.0,19.0,29.38,10.0,NNW,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3499481,Source1,3,2016-06-23 16:15:28,2016-06-23 22:15:28,42.263751,-88.177725,42.26404,-88.17898000000002,0.067,At CR-44/CR-V47/N Darrell Rd - Accident., W State Route 176,Wauconda,Lake,IL,60084,US,US/Central,KPWK,2016-06-23 15:52:00,70.0,,76.0,29.93,10.0,NNE,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4759446,Source1,2,2022-11-18 07:24:00,2022-11-18 07:47:30,36.102031,-86.772408,36.097786,-86.771967,0.294,Stationary traffic on TN-6 - US-31 S - US-31 N from TN-155/Thompson Ln/Woodmont Blvd (US-31) to TN-255/Harding Pl/Battery Ln (US-31) due to accident., Franklin Pike,Nashville,Davidson,TN,37204-3511,US,US/Central,KBNA,2022-11-18 07:53:00,36.0,31.0,55.0,29.71,10.0,W,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7473070,Source1,2,2018-11-30 14:00:10,2018-11-30 18:00:10,45.663546,-121.893719,45.66193,-121.89578,0.15,At US-30/Exit 44 - Accident.,I-84 W,Cascade Locks,Hood River,OR,97014,US,US/Pacific,KCZK,2018-11-30 13:53:00,51.0,51.0,71.0,29.77,10.0,VAR,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2290573,Source2,3,2019-02-17 09:38:15,2019-02-17 10:22:32,38.995232,-94.50238,,,0.0,Left lane blocked due to accident on I-435 Southbound at Exit 67 Gregory Blvd.,I-435 N,Kansas City,Jackson,MO,64133,US,US/Central,KLXT,2019-02-17 09:39:00,24.1,12.5,84.0,29.86,10.0,WNW,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4923957,Source1,2,2022-06-17 18:28:33.000000000,2022-06-17 19:43:34.000000000,37.554315,-77.476326,37.555455,-77.475758,0.085,Incident on N COLONIAL AVE near GROVE AVE RICH Drive with caution., Floyd Ave,Richmond,Richmond (City),VA,23221-3032,US,US/Eastern,KRIC,2022-06-17 18:43:00,84.0,84.0,56.0,29.58,10.0,NNW,18.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4271582,Source1,2,2022-09-14 08:18:37,2022-09-14 09:33:39,38.790493,-77.45813299999998,38.789223,-77.458276,0.088,Incident on OLD CENTREVILLE RD near OLD CENTREVILLE RD Drive with caution., Old Centreville Rd,Manassas,Prince William,VA,20111-1637,US,US/Eastern,KHEF,2022-09-14 21:56:00,63.0,63.0,93.0,29.91,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5496129,Source1,2,2021-07-28 23:11:30,2021-07-29 00:18:00,25.67213,-80.37835799999998,25.67098,-80.384108,0.3670000000000001,Stationary traffic from SW 113th Pl to SW 107th Ter due to accident.,SW 113th Pl,Miami,Miami-Dade,FL,33176,US,US/Eastern,KTMB,2021-07-28 23:15:00,80.0,80.0,74.0,30.03,10.0,ESE,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1265275,Source2,2,2020-11-16 17:42:58,2020-11-16 19:16:26,38.223911,-122.258072,,,0.0,Accident on CA-12 Southbound before CA-29 Broadway St.,Napa Vallejo Hwy,Napa,Napa,CA,94558,US,US/Pacific,KAPC,2020-11-16 17:54:00,63.0,63.0,46.0,29.84,10.0,E,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2420962,Source2,3,2018-12-29 14:52:03,2018-12-29 18:20:57,34.120708,-117.907265,,,0.0,3rd lane blocked and queueing traffic due to accident on I-210 Eastbound at Exit 40 CA-39 Azusa Ave. SigAlert issued.,Foothill Fwy W,Azusa,Los Angeles,CA,91702,US,US/Pacific,KEMT,2018-12-29 14:45:00,62.6,,16.0,30.21,10.0,SSW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4715321,Source1,2,2022-08-13 14:51:07.000000000,2022-08-13 16:08:38.000000000,45.610367,-122.795918,45.609204,-122.794686,0.1,Incident on US-30 EB near MM 9 Road closed. Take alternate route.,NW Marina Way,Portland,Multnomah,OR,97231,US,US/Pacific,KVUO,2022-08-13 14:53:00,76.0,76.0,37.0,30.14,10.0,NW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-2554253,Source2,2,2018-10-30 10:52:00,2018-10-30 11:21:41,29.336969,-98.56749,,,0.0,Accident on I-35 Southbound at Exits 147 148 Somerset Rd.,I-35 S,San Antonio,Bexar,TX,78211,US,US/Central,KSKF,2018-10-30 10:56:00,73.8,,81.0,29.98,10.0,SSE,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-190823,Source2,3,2016-08-19 15:21:33,2016-08-19 15:51:33,42.562073,-83.158325,,,0.0,Left lane blocked due to accident on I-75 Northbound after Exit 69 Big Beaver Rd.,Chrysler Expy S,Troy,Oakland,MI,48084,US,US/Eastern,KVLL,2016-08-19 15:14:00,86.7,,50.0,29.91,10.0,SW,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3708107,Source1,2,2022-12-30 17:50:23,2022-12-30 18:04:23,25.922213,-80.21114,25.913164,-80.210316,0.627,Slow traffic on I-95 S from US-441/Florida's Tpke/Exit 12 (I-95) to 151st St/Exit 11 (I-95) due to accident.,I-95 S,Miami,Miami-Dade,FL,33169,US,US/Eastern,KHWO,2022-12-30 17:53:00,77.0,77.0,76.0,30.07,10.0,ESE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4706602,Source1,2,2022-09-22 14:47:30,2022-09-22 16:03:48,29.784583,-95.644917,29.784574,-95.613789,1.867,Stationary traffic on US-90 E - I-10 E from Park Ten Blvd/Exit 750 (I-10) to N Eldridge Pkwy/Exit 753A (I-10) due to accident.,TX-6,Houston,Harris,TX,77079,US,US/Central,KSGR,2022-09-22 14:53:00,97.0,97.0,37.0,29.84,10.0,ENE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7211432,Source1,4,2020-03-05 08:57:51,2020-03-05 09:27:18,38.93096,-76.97216,38.93178,-76.97045,0.108,Closed between Thayer St NE and Central Ave NE - Road closed due to accident. Police activity ongoing.,24th St NE,Washington,District of Columbia,DC,20018,US,US/Eastern,KCGS,2020-03-05 08:48:00,44.0,44.0,41.0,30.14,10.0,NW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1020428,Source2,3,2021-06-02 14:46:10,2021-06-02 15:44:14,39.7033,-86.107162,,,0.0,Lane blocked due to accident on I-65 Southbound at Exit 106 I-465 Exits 53A 53B.,I-465 E,Indianapolis,Marion,IN,46237,US,US/Eastern,KIND,2021-06-02 14:54:00,65.0,65.0,93.0,29.11,7.0,S,9.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1455888,Source2,2,2020-06-02 21:50:01,2020-06-02 22:19:31,40.924904,-114.327332,,,0.0,Accident on I-80 Eastbound near Silver Zone Pass.,I-80 E,Wells,Elko,NV,89835,US,US/Pacific,K9BB,2020-06-02 21:56:00,67.0,67.0,34.0,24.99,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-46993,Source2,2,2016-07-06 22:14:09,2016-07-06 22:59:09,34.034434999999995,-118.369888,,,0.0,Accident on Washington Blvd at Fairfax Ave.,W Washington Blvd,Los Angeles,Los Angeles,CA,90016-2429,US,US/Pacific,KSMO,2016-07-06 22:25:00,64.9,,81.0,29.97,10.0,WSW,5.8,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-7369041,Source1,2,2019-11-04 13:08:00,2019-11-04 15:39:41,35.659085,-120.602592,35.659085,-120.602592,0.0,At Estrella Rd - Accident., E Highway 46,Paso Robles,San Luis Obispo,CA,93446-7186,US,US/Pacific,KPRB,2019-11-04 12:53:00,80.0,80.0,12.0,29.08,10.0,NW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6328670,Source1,2,2021-03-12 17:17:43,2021-03-12 18:35:42,39.967307,-76.065332,39.97009600000001,-76.064015,0.205,Incident on KINZER RD near MINE RD Drive with caution., S Kinzer Rd,Paradise,Lancaster,PA,17562-9684,US,US/Eastern,KLNS,2021-03-12 16:53:00,65.0,65.0,23.0,29.63,10.0,WNW,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6452443,Source1,2,2021-01-20 18:40:30,2021-01-21 03:54:34,33.609284,-117.68599,33.608284000000005,-117.68881,0.176,Slow traffic from Spartan St to I-5 N due to accident., Muirlands Blvd,Mission Viejo,Orange,CA,92691-4742,US,US/Pacific,KSNA,2021-01-20 18:53:00,68.0,68.0,35.0,29.88,10.0,ESE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7578074,Source1,2,2018-05-02 10:07:58,2018-05-02 16:07:58,42.67015,-73.74221999999997,42.67145,-73.75491,0.6509999999999999,At US-9/Exit 6 - Accident. Right lane blocked.,I-90 W,Albany,Albany,NY,12204,US,US/Eastern,KALB,2018-05-02 09:51:00,75.0,,28.0,30.01,10.0,South,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4065547,Source1,2,2022-05-12 09:29:00.000000000,2022-05-12 10:54:28.000000000,39.451804,-123.804503,39.453005,-123.805161,0.09,Incident on N FRANKLIN ST near HOUSE 925 Drive with caution., N Franklin St,Fort Bragg,Mendocino,CA,95437-3015,US,US/Pacific,KUKI,2022-05-12 09:56:00,54.0,54.0,55.0,29.65,10.0,VAR,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3288796,Source2,3,2017-09-06 08:26:37,2017-09-06 08:56:20,39.066517,-84.465401,,,0.0,Accident on I-471 Northbound at Exit 2 US-27 Alexandria Pike.,I-471 S,Newport,Campbell,KY,41071,US,US/Eastern,KLUK,2017-09-06 08:53:00,57.0,,93.0,29.97,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6649976,Source1,2,2020-11-20 12:29:30,2020-11-21 02:57:26,33.930975,-118.290595,33.929661,-118.291929,0.119,Slow traffic on CA-90 from Menlo Ave to I-105 W due to accident., W Imperial Hwy,Los Angeles,Los Angeles,CA,90044-4111,US,US/Pacific,KHHR,2020-11-20 12:53:00,69.0,69.0,45.0,29.99,10.0,WNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5781362,Source1,2,2021-10-16 11:13:42,2021-10-16 12:45:05,30.47737240776788,-81.64471507033517,30.46823240776788,-81.64710507033517,0.647,Stationary traffic on I-95 S from FL-102/Duval Rd/Exit 363 (I-95) to I-295/Exit 362 (I-95) due to accident.,I-95,Jacksonville,Duval,FL,32218,US,US/Eastern,KJAX,2021-10-16 10:56:00,80.0,80.0,74.0,29.94,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3736569,Source1,2,2022-04-23 13:51:45.000000000,2022-04-23 15:57:48.000000000,25.732996,-80.336924,25.73422,-80.335753,0.112,Slow traffic on County Hwy-913 - FL-976 - FL-973 from SW 89th Ave to SW 38th St due to accident., SW 40th St,Miami,Miami-Dade,FL,33165-5471,US,US/Eastern,KMIA,2022-04-23 13:53:00,84.0,84.0,55.0,30.12,10.0,E,18.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
